Country Code ISO3,Country,IndexScore,IndexRank,SpilloverScore,Regions used for the SDR,id,image
UGA,Uganda,52.57466297593558,140,98.0920684129268,Africa,800,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x30 at 0x7FC8600108E0>
UKR,Ukraine,72.81392877924071,41,94.12614467367764,E. Europe & C. Asia,804,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FC860010970>
URY,Uruguay,72.55117803429054,43,90.48111934418372,LAC,858,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x34 at 0x7FC860010B20>
USA,United States,74.5196102840175,35,51.08304579265401,OECD,840,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x26 at 0x7FC860010C40>
UZB,Uzbekistan,71.13055053853537,52,98.9522579468718,E. Europe & C. Asia,860,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FC860010D60>
VCT,St. Vincent and the Grenadines,,0,,LAC,670,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FC860010E80>
VEN,"Venezuela, RB",63.05439028317698,108,97.48409534923302,LAC,862,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x34 at 0x7FC860010FA0>
VNM,Vietnam,71.08528125073332,54,96.36876774922904,East & South Asia,704,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FC8600110C0>
VUT,Vanuatu,59.874248640183694,118,92.9730025441429,Oceania,548,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x27 at 0x7FC8600111E0>
WSM,Samoa,,0,,Oceania,882,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FC860011300>
YEM,"Yemen, Rep.",53.70207319275844,133,94.10956365430016,MENA,887,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FC860011420>
ZAF,South Africa,61.48093271752385,113,97.1034840924496,Africa,710,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x30 at 0x7FC860011540>
ZMB,Zambia,52.61508404984109,139,98.80372595488517,Africa,894,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x33 at 0x7FC860011660>
ZWE,Zimbabwe,59.67352400536655,121,96.09614794059348,Africa,716,<PIL.GifImagePlugin.GifImageFile image mode=P size=50x25 at 0x7FC860011780>
